Year,Annee,ISO,Jurisdiction,Juridiction,Insect_species,Insecte_espece,Area,Superficie
2010,2010,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Hemlock looper,Arpenteuse de la pruche,2210,2210
2010,2010,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Forest tent caterpillar,Livree des forets,0,0
2010,2010,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Spongy moth,Spongieuse,0,0
2010,2010,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Blackheaded budworm,Tordeuse a tete noire de l'epinette,0,0
2010,2010,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Balsam fir sawfly,Diprion du sapin,4709,4709
2010,2010,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Swaine jack pine sawfly,Diprion de Swaine,0,0
2010,2010,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Bruce spanworm,Arpenteuse de Bruce,0,0
2010,2010,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Western spruce budworm,Tordeuse occidentale de l'epinette,0,0
2010,2010,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Large aspen tortrix,Tordeuse du tremble,0,0
2010,2010,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Two-year-cycle spruce budworm,Tordeuse a cycle de deux ans,0,0
2010,2010,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Spruce beetle,Dendroctone de l'epinette,34841,34841
2010,2010,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Aspen twoleaf tier,Noctuelle decolorie,0,0
2010,2010,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Other,Autres,0,0
2010,2010,NS,Nova Scotia,Nouvelle-ecosse,Spruce budworm,Tordeuse des bourgeons de l'epinette,0,0
2010,2010,NS,Nova Scotia,Nouvelle-ecosse,Jack pine budworm,Tordeuse du pin gris,0,0
2010,2010,NS,Nova Scotia,Nouvelle-ecosse,Mountain pine beetle,Dendroctone du pin ponderosa,0,0
2010,2010,NS,Nova Scotia,Nouvelle-ecosse,Hemlock looper,Arpenteuse de la pruche,0,0
2010,2010,NS,Nova Scotia,Nouvelle-ecosse,Forest tent caterpillar,Livree des forets,0,0
2010,2010,NS,Nova Scotia,Nouvelle-ecosse,Spongy moth,Spongieuse,0,0
2010,2010,NS,Nova Scotia,Nouvelle-ecosse,Blackheaded budworm,Tordeuse a tete noire de l'epinette,0,0
2010,2010,NS,Nova Scotia,Nouvelle-ecosse,Balsam fir sawfly,Diprion du sapin,0,0
2010,2010,NS,Nova Scotia,Nouvelle-ecosse,Swaine jack pine sawfly,Diprion de Swaine,0,0
2010,2010,NS,Nova Scotia,Nouvelle-ecosse,Bruce spanworm,Arpenteuse de Bruce,0,0
2010,2010,NS,Nova Scotia,Nouvelle-ecosse,Western spruce budworm,Tordeuse occidentale de l'epinette,0,0
2010,2010,NS,Nova Scotia,Nouvelle-ecosse,Large aspen tortrix,Tordeuse du tremble,0,0
2010,2010,NS,Nova Scotia,Nouvelle-ecosse,Two-year-cycle spruce budworm,Tordeuse a cycle de deux ans,0,0
2010,2010,NS,Nova Scotia,Nouvelle-ecosse,Spruce beetle,Dendroctone de l'epinette,0,0
2010,2010,NS,Nova Scotia,Nouvelle-ecosse,Aspen twoleaf tier,Noctuelle decolorie,0,0
2010,2010,NS,Nova Scotia,Nouvelle-ecosse,Other,Autres,0,0
2010,2010,NT,Northwest Territories,Territoires du Nord-Ouest,Spruce budworm,Tordeuse des bourgeons de l'epinette,83702,83702
2010,2010,NT,Northwest Territories,Territoires du Nord-Ouest,Jack pine budworm,Tordeuse du pin gris,0,0
2010,2010,NT,Northwest Territories,Territoires du Nord-Ouest,Mountain pine beetle,Dendroctone du pin ponderosa,0,0
2010,2010,NT,Northwest Territories,Territoires du Nord-Ouest,Hemlock looper,Arpenteuse de la pruche,0,0
2010,2010,NT,Northwest Territories,Territoires du Nord-Ouest,Forest tent caterpillar,Livree des forets,0,0
2010,2010,NT,Northwest Territories,Territoires du Nord-Ouest,Spongy moth,Spongieuse,0,0
2010,2010,NT,Northwest Territories,Territoires du Nord-Ouest,Blackheaded budworm,Tordeuse a tete noire de l'epinette,0,0
2010,2010,NT,Northwest Territories,Territoires du Nord-Ouest,Balsam fir sawfly,Diprion du sapin,0,0
2010,2010,NT,Northwest Territories,Territoires du Nord-Ouest,Swaine jack pine sawfly,Diprion de Swaine,0,0
2010,2010,NT,Northwest Territories,Territoires du Nord-Ouest,Bruce spanworm,Arpenteuse de Bruce,0,0
2010,2010,NT,Northwest Territories,Territoires du Nord-Ouest,Western spruce budworm,Tordeuse occidentale de l'epinette,0,0
2010,2010,NT,Northwest Territories,Territoires du Nord-Ouest,Large aspen tortrix,Tordeuse du tremble,0,0
2010,2010,NT,Northwest Territories,Territoires du Nord-Ouest,Two-year-cycle spruce budworm,Tordeuse a cycle de deux ans,0,0
2010,2010,NT,Northwest Territories,Territoires du Nord-Ouest,Spruce beetle,Dendroctone de l'epinette,0,0
2010,2010,NT,Northwest Territories,Territoires du Nord-Ouest,Aspen twoleaf tier,Noctuelle decolorie,0,0
2010,2010,NT,Northwest Territories,Territoires du Nord-Ouest,Other,Autres,231183,231183
2010,2010,ON,Ontario,Ontario,Spruce budworm,Tordeuse des bourgeons de l'epinette,412320,412320
2010,2010,ON,Ontario,Ontario,Jack pine budworm,Tordeuse du pin gris,44968,44968
2010,2010,ON,Ontario,Ontario,Mountain pine beetle,Dendroctone du pin ponderosa,0,0
2010,2010,ON,Ontario,Ontario,Hemlock looper,Arpenteuse de la pruche,0,0
2010,2010,ON,Ontario,Ontario,Forest tent caterpillar,Livree des forets,60424,60424
2010,2010,ON,Ontario,Ontario,Spongy moth,Spongieuse,0,0
2010,2010,ON,Ontario,Ontario,Blackheaded budworm,Tordeuse a tete noire de l'epinette,0,0
2010,2010,ON,Ontario,Ontario,Balsam fir sawfly,Diprion du sapin,0,0
2010,2010,ON,Ontario,Ontario,Swaine jack pine sawfly,Diprion de Swaine,0,0
2010,2010,ON,Ontario,Ontario,Bruce spanworm,Arpenteuse de Bruce,0,0
2010,2010,ON,Ontario,Ontario,Western spruce budworm,Tordeuse occidentale de l'epinette,0,0
2010,2010,ON,Ontario,Ontario,Large aspen tortrix,Tordeuse du tremble,15594,15594
2010,2010,ON,Ontario,Ontario,Two-year-cycle spruce budworm,Tordeuse a cycle de deux ans,0,0
2010,2010,ON,Ontario,Ontario,Spruce beetle,Dendroctone de l'epinette,0,0
2010,2010,ON,Ontario,Ontario,Aspen twoleaf tier,Noctuelle decolorie,92,92
2010,2010,ON,Ontario,Ontario,Other,Autres,28827,28827
2010,2010,PE,Prince Edward Island,Ile-du-Prince-edouard,Spruce budworm,Tordeuse des bourgeons de l'epinette,0,0
2010,2010,PE,Prince Edward Island,Ile-du-Prince-edouard,Jack pine budworm,Tordeuse du pin gris,0,0
2010,2010,PE,Prince Edward Island,Ile-du-Prince-edouard,Mountain pine beetle,Dendroctone du pin ponderosa,0,0
2010,2010,PE,Prince Edward Island,Ile-du-Prince-edouard,Hemlock looper,Arpenteuse de la pruche,0,0
2010,2010,PE,Prince Edward Island,Ile-du-Prince-edouard,Forest tent caterpillar,Livree des forets,0,0
2010,2010,PE,Prince Edward Island,Ile-du-Prince-edouard,Spongy moth,Spongieuse,0,0
2010,2010,PE,Prince Edward Island,Ile-du-Prince-edouard,Blackheaded budworm,Tordeuse a tete noire de l'epinette,0,0
2010,2010,PE,Prince Edward Island,Ile-du-Prince-edouard,Balsam fir sawfly,Diprion du sapin,0,0
2010,2010,PE,Prince Edward Island,Ile-du-Prince-edouard,Swaine jack pine sawfly,Diprion de Swaine,0,0
2010,2010,PE,Prince Edward Island,Ile-du-Prince-edouard,Bruce spanworm,Arpenteuse de Bruce,0,0
2010,2010,PE,Prince Edward Island,Ile-du-Prince-edouard,Western spruce budworm,Tordeuse occidentale de l'epinette,0,0
2010,2010,PE,Prince Edward Island,Ile-du-Prince-edouard,Large aspen tortrix,Tordeuse du tremble,0,0
2010,2010,PE,Prince Edward Island,Ile-du-Prince-edouard,Two-year-cycle spruce budworm,Tordeuse a cycle de deux ans,0,0
2010,2010,PE,Prince Edward Island,Ile-du-Prince-edouard,Spruce beetle,Dendroctone de l'epinette,0,0
2010,2010,PE,Prince Edward Island,Ile-du-Prince-edouard,Aspen twoleaf tier,Noctuelle decolorie,0,0
2010,2010,PE,Prince Edward Island,Ile-du-Prince-edouard,Other,Autres,0,0
2010,2010,QC,Quebec,Quebec,Spruce budworm,Tordeuse des bourgeons de l'epinette,560642,560642
2010,2010,QC,Quebec,Quebec,Jack pine budworm,Tordeuse du pin gris,0,0
2010,2010,QC,Quebec,Quebec,Mountain pine beetle,Dendroctone du pin ponderosa,0,0
2010,2010,QC,Quebec,Quebec,Hemlock looper,Arpenteuse de la pruche,12920,12920
2010,2010,QC,Quebec,Quebec,Forest tent caterpillar,Livree des forets,4201,4201
2010,2010,QC,Quebec,Quebec,Spongy moth,Spongieuse,0,0
2010,2010,QC,Quebec,Quebec,Blackheaded budworm,Tordeuse a tete noire de l'epinette,0,0
2010,2010,QC,Quebec,Quebec,Balsam fir sawfly,Diprion du sapin,0,0
2010,2010,QC,Quebec,Quebec,Swaine jack pine sawfly,Diprion de Swaine,0,0
2010,2010,QC,Quebec,Quebec,Bruce spanworm,Arpenteuse de Bruce,0,0
2010,2010,QC,Quebec,Quebec,Western spruce budworm,Tordeuse occidentale de l'epinette,0,0
2010,2010,QC,Quebec,Quebec,Large aspen tortrix,Tordeuse du tremble,0,0
2010,2010,QC,Quebec,Quebec,Two-year-cycle spruce budworm,Tordeuse a cycle de deux ans,0,0
2010,2010,QC,Quebec,Quebec,Spruce beetle,Dendroctone de l'epinette,0,0
2010,2010,QC,Quebec,Quebec,Aspen twoleaf tier,Noctuelle decolorie,0,0
2010,2010,QC,Quebec,Quebec,Other,Autres,0,0
2010,2010,SK,Saskatchewan,Saskatchewan,Spruce budworm,Tordeuse des bourgeons de l'epinette,85466,85466
2010,2010,SK,Saskatchewan,Saskatchewan,Jack pine budworm,Tordeuse du pin gris,0,0
2010,2010,SK,Saskatchewan,Saskatchewan,Mountain pine beetle,Dendroctone du pin ponderosa,0,0
2010,2010,SK,Saskatchewan,Saskatchewan,Hemlock looper,Arpenteuse de la pruche,0,0
2010,2010,SK,Saskatchewan,Saskatchewan,Forest tent caterpillar,Livree des forets,11066,11066
2010,2010,SK,Saskatchewan,Saskatchewan,Spongy moth,Spongieuse,0,0
2010,2010,SK,Saskatchewan,Saskatchewan,Blackheaded budworm,Tordeuse a tete noire de l'epinette,0,0
2010,2010,SK,Saskatchewan,Saskatchewan,Balsam fir sawfly,Diprion du sapin,0,0
2010,2010,SK,Saskatchewan,Saskatchewan,Swaine jack pine sawfly,Diprion de Swaine,0,0
2010,2010,SK,Saskatchewan,Saskatchewan,Bruce spanworm,Arpenteuse de Bruce,0,0
2010,2010,SK,Saskatchewan,Saskatchewan,Western spruce budworm,Tordeuse occidentale de l'epinette,0,0
2010,2010,SK,Saskatchewan,Saskatchewan,Large aspen tortrix,Tordeuse du tremble,0,0
2010,2010,SK,Saskatchewan,Saskatchewan,Two-year-cycle spruce budworm,Tordeuse a cycle de deux ans,0,0
2010,2010,SK,Saskatchewan,Saskatchewan,Spruce beetle,Dendroctone de l'epinette,0,0
2010,2010,SK,Saskatchewan,Saskatchewan,Aspen twoleaf tier,Noctuelle decolorie,0,0
2010,2010,SK,Saskatchewan,Saskatchewan,Other,Autres,3588,3588
2010,2010,YT,Yukon,Yukon,Spruce budworm,Tordeuse des bourgeons de l'epinette,17,17
2010,2010,YT,Yukon,Yukon,Jack pine budworm,Tordeuse du pin gris,0,0
2010,2010,YT,Yukon,Yukon,Mountain pine beetle,Dendroctone du pin ponderosa,0,0
2010,2010,YT,Yukon,Yukon,Hemlock looper,Arpenteuse de la pruche,0,0
2010,2010,YT,Yukon,Yukon,Forest tent caterpillar,Livree des forets,0,0
2010,2010,YT,Yukon,Yukon,Spongy moth,Spongieuse,0,0
2010,2010,YT,Yukon,Yukon,Blackheaded budworm,Tordeuse a tete noire de l'epinette,0,0
2010,2010,YT,Yukon,Yukon,Balsam fir sawfly,Diprion du sapin,0,0
2010,2010,YT,Yukon,Yukon,Swaine jack pine sawfly,Diprion de Swaine,0,0
2010,2010,YT,Yukon,Yukon,Bruce spanworm,Arpenteuse de Bruce,0,0
2010,2010,YT,Yukon,Yukon,Western spruce budworm,Tordeuse occidentale de l'epinette,0,0
2010,2010,YT,Yukon,Yukon,Large aspen tortrix,Tordeuse du tremble,0,0
2010,2010,YT,Yukon,Yukon,Two-year-cycle spruce budworm,Tordeuse a cycle de deux ans,0,0
2010,2010,YT,Yukon,Yukon,Spruce beetle,Dendroctone de l'epinette,1311,1311
2010,2010,YT,Yukon,Yukon,Aspen twoleaf tier,Noctuelle decolorie,0,0
2010,2010,YT,Yukon,Yukon,Other,Autres,53777,53777
2011,2011,AB,Alberta,Alberta,Spruce budworm,Tordeuse des bourgeons de l'epinette,35403,35403
2011,2011,AB,Alberta,Alberta,Jack pine budworm,Tordeuse du pin gris,0,0
2011,2011,AB,Alberta,Alberta,Mountain pine beetle,Dendroctone du pin ponderosa,0,0
2011,2011,AB,Alberta,Alberta,Hemlock looper,Arpenteuse de la pruche,0,0
2011,2011,AB,Alberta,Alberta,Forest tent caterpillar,Livree des forets,79387,79387
2011,2011,AB,Alberta,Alberta,Spongy moth,Spongieuse,0,0
2011,2011,AB,Alberta,Alberta,Blackheaded budworm,Tordeuse a tete noire de l'epinette,0,0
2011,2011,AB,Alberta,Alberta,Balsam fir sawfly,Diprion du sapin,0,0
2011,2011,AB,Alberta,Alberta,Swaine jack pine sawfly,Diprion de Swaine,0,0
2011,2011,AB,Alberta,Alberta,Bruce spanworm,Arpenteuse de Bruce,259,259
2011,2011,AB,Alberta,Alberta,Western spruce budworm,Tordeuse occidentale de l'epinette,6914,6914
2011,2011,AB,Alberta,Alberta,Large aspen tortrix,Tordeuse du tremble,0,0
2011,2011,AB,Alberta,Alberta,Two-year-cycle spruce budworm,Tordeuse a cycle de deux ans,0,0
2011,2011,AB,Alberta,Alberta,Spruce beetle,Dendroctone de l'epinette,0,0
2011,2011,AB,Alberta,Alberta,Aspen twoleaf tier,Noctuelle decolorie,0,0
2011,2011,AB,Alberta,Alberta,Other,Autres,11,11
2011,2011,BC,British Columbia,Colombie-Britannique,Spruce budworm,Tordeuse des bourgeons de l'epinette,0,0
2011,2011,BC,British Columbia,Colombie-Britannique,Jack pine budworm,Tordeuse du pin gris,0,0
2011,2011,BC,British Columbia,Colombie-Britannique,Mountain pine beetle,Dendroctone du pin ponderosa,4624907,4624907
2011,2011,BC,British Columbia,Colombie-Britannique,Hemlock looper,Arpenteuse de la pruche,7051,7051
2011,2011,BC,British Columbia,Colombie-Britannique,Forest tent caterpillar,Livree des forets,453137,453137
2011,2011,BC,British Columbia,Colombie-Britannique,Spongy moth,Spongieuse,0,0
2011,2011,BC,British Columbia,Colombie-Britannique,Blackheaded budworm,Tordeuse a tete noire de l'epinette,41112,41112
2011,2011,BC,British Columbia,Colombie-Britannique,Balsam fir sawfly,Diprion du sapin,0,0
2011,2011,BC,British Columbia,Colombie-Britannique,Swaine jack pine sawfly,Diprion de Swaine,0,0
2011,2011,BC,British Columbia,Colombie-Britannique,Bruce spanworm,Arpenteuse de Bruce,9043,9043
2011,2011,BC,British Columbia,Colombie-Britannique,Western spruce budworm,Tordeuse occidentale de l'epinette,616512,616512
2011,2011,BC,British Columbia,Colombie-Britannique,Large aspen tortrix,Tordeuse du tremble,51936,51936
2011,2011,BC,British Columbia,Colombie-Britannique,Two-year-cycle spruce budworm,Tordeuse a cycle de deux ans,178206,178206
2011,2011,BC,British Columbia,Colombie-Britannique,Spruce beetle,Dendroctone de l'epinette,19346,19346
2011,2011,BC,British Columbia,Colombie-Britannique,Aspen twoleaf tier,Noctuelle decolorie,0,0
2011,2011,BC,British Columbia,Colombie-Britannique,Other,Autres,1024763,1024763
2011,2011,MB,Manitoba,Manitoba,Spruce budworm,Tordeuse des bourgeons de l'epinette,754,754
2011,2011,MB,Manitoba,Manitoba,Jack pine budworm,Tordeuse du pin gris,0,0
2011,2011,MB,Manitoba,Manitoba,Mountain pine beetle,Dendroctone du pin ponderosa,0,0
2011,2011,MB,Manitoba,Manitoba,Hemlock looper,Arpenteuse de la pruche,0,0
2011,2011,MB,Manitoba,Manitoba,Forest tent caterpillar,Livree des forets,0,0
2011,2011,MB,Manitoba,Manitoba,Spongy moth,Spongieuse,0,0
2011,2011,MB,Manitoba,Manitoba,Blackheaded budworm,Tordeuse a tete noire de l'epinette,0,0
2011,2011,MB,Manitoba,Manitoba,Balsam fir sawfly,Diprion du sapin,0,0
2011,2011,MB,Manitoba,Manitoba,Swaine jack pine sawfly,Diprion de Swaine,0,0
2011,2011,MB,Manitoba,Manitoba,Bruce spanworm,Arpenteuse de Bruce,0,0
2011,2011,MB,Manitoba,Manitoba,Western spruce budworm,Tordeuse occidentale de l'epinette,0,0
2011,2011,MB,Manitoba,Manitoba,Large aspen tortrix,Tordeuse du tremble,0,0
2011,2011,MB,Manitoba,Manitoba,Two-year-cycle spruce budworm,Tordeuse a cycle de deux ans,0,0
2011,2011,MB,Manitoba,Manitoba,Spruce beetle,Dendroctone de l'epinette,0,0
2011,2011,MB,Manitoba,Manitoba,Aspen twoleaf tier,Noctuelle decolorie,0,0
2011,2011,MB,Manitoba,Manitoba,Other,Autres,0,0
2011,2011,NB,New Brunswick,Nouveau-Brunswick,Spruce budworm,Tordeuse des bourgeons de l'epinette,0,0
2011,2011,NB,New Brunswick,Nouveau-Brunswick,Jack pine budworm,Tordeuse du pin gris,0,0
2011,2011,NB,New Brunswick,Nouveau-Brunswick,Mountain pine beetle,Dendroctone du pin ponderosa,0,0
2011,2011,NB,New Brunswick,Nouveau-Brunswick,Hemlock looper,Arpenteuse de la pruche,0,0
2011,2011,NB,New Brunswick,Nouveau-Brunswick,Forest tent caterpillar,Livree des forets,7500,7500
2011,2011,NB,New Brunswick,Nouveau-Brunswick,Spongy moth,Spongieuse,0,0
2011,2011,NB,New Brunswick,Nouveau-Brunswick,Blackheaded budworm,Tordeuse a tete noire de l'epinette,0,0
2011,2011,NB,New Brunswick,Nouveau-Brunswick,Balsam fir sawfly,Diprion du sapin,45700,45700
2011,2011,NB,New Brunswick,Nouveau-Brunswick,Swaine jack pine sawfly,Diprion de Swaine,0,0
2011,2011,NB,New Brunswick,Nouveau-Brunswick,Bruce spanworm,Arpenteuse de Bruce,0,0
2011,2011,NB,New Brunswick,Nouveau-Brunswick,Western spruce budworm,Tordeuse occidentale de l'epinette,0,0
2011,2011,NB,New Brunswick,Nouveau-Brunswick,Large aspen tortrix,Tordeuse du tremble,800,800
2011,2011,NB,New Brunswick,Nouveau-Brunswick,Two-year-cycle spruce budworm,Tordeuse a cycle de deux ans,0,0
2011,2011,NB,New Brunswick,Nouveau-Brunswick,Spruce beetle,Dendroctone de l'epinette,20,20
2011,2011,NB,New Brunswick,Nouveau-Brunswick,Aspen twoleaf tier,Noctuelle decolorie,0,0
2011,2011,NB,New Brunswick,Nouveau-Brunswick,Other,Autres,0,0
2011,2011,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Spruce budworm,Tordeuse des bourgeons de l'epinette,21790,21790
2011,2011,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Jack pine budworm,Tordeuse du pin gris,0,0
2011,2011,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Mountain pine beetle,Dendroctone du pin ponderosa,0,0
2011,2011,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Hemlock looper,Arpenteuse de la pruche,0,0
2011,2011,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Forest tent caterpillar,Livree des forets,0,0
2011,2011,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Spongy moth,Spongieuse,0,0
2011,2011,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Blackheaded budworm,Tordeuse a tete noire de l'epinette,0,0
2011,2011,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Balsam fir sawfly,Diprion du sapin,12937,12937
2011,2011,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Swaine jack pine sawfly,Diprion de Swaine,0,0
2011,2011,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Bruce spanworm,Arpenteuse de Bruce,0,0
2011,2011,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Western spruce budworm,Tordeuse occidentale de l'epinette,0,0
2011,2011,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Large aspen tortrix,Tordeuse du tremble,0,0
2011,2011,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Two-year-cycle spruce budworm,Tordeuse a cycle de deux ans,0,0
2011,2011,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Spruce beetle,Dendroctone de l'epinette,41097,41097
2011,2011,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Aspen twoleaf tier,Noctuelle decolorie,0,0
2011,2011,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Other,Autres,0,0
2011,2011,NS,Nova Scotia,Nouvelle-ecosse,Spruce budworm,Tordeuse des bourgeons de l'epinette,0,0
2011,2011,NS,Nova Scotia,Nouvelle-ecosse,Jack pine budworm,Tordeuse du pin gris,0,0
2011,2011,NS,Nova Scotia,Nouvelle-ecosse,Mountain pine beetle,Dendroctone du pin ponderosa,0,0
2011,2011,NS,Nova Scotia,Nouvelle-ecosse,Hemlock looper,Arpenteuse de la pruche,0,0
2011,2011,NS,Nova Scotia,Nouvelle-ecosse,Forest tent caterpillar,Livree des forets,0,0
2011,2011,NS,Nova Scotia,Nouvelle-ecosse,Spongy moth,Spongieuse,0,0
2011,2011,NS,Nova Scotia,Nouvelle-ecosse,Blackheaded budworm,Tordeuse a tete noire de l'epinette,0,0
2011,2011,NS,Nova Scotia,Nouvelle-ecosse,Balsam fir sawfly,Diprion du sapin,0,0
2011,2011,NS,Nova Scotia,Nouvelle-ecosse,Swaine jack pine sawfly,Diprion de Swaine,0,0
2011,2011,NS,Nova Scotia,Nouvelle-ecosse,Bruce spanworm,Arpenteuse de Bruce,0,0
2011,2011,NS,Nova Scotia,Nouvelle-ecosse,Western spruce budworm,Tordeuse occidentale de l'epinette,0,0
2011,2011,NS,Nova Scotia,Nouvelle-ecosse,Large aspen tortrix,Tordeuse du tremble,0,0
2011,2011,NS,Nova Scotia,Nouvelle-ecosse,Two-year-cycle spruce budworm,Tordeuse a cycle de deux ans,0,0
2011,2011,NS,Nova Scotia,Nouvelle-ecosse,Spruce beetle,Dendroctone de l'epinette,0,0
2011,2011,NS,Nova Scotia,Nouvelle-ecosse,Aspen twoleaf tier,Noctuelle decolorie,0,0
2011,2011,NS,Nova Scotia,Nouvelle-ecosse,Other,Autres,0,0
2011,2011,NT,Northwest Territories,Territoires du Nord-Ouest,Spruce budworm,Tordeuse des bourgeons de l'epinette,41861,41861
2011,2011,NT,Northwest Territories,Territoires du Nord-Ouest,Jack pine budworm,Tordeuse du pin gris,0,0
2011,2011,NT,Northwest Territories,Territoires du Nord-Ouest,Mountain pine beetle,Dendroctone du pin ponderosa,0,0
2011,2011,NT,Northwest Territories,Territoires du Nord-Ouest,Hemlock looper,Arpenteuse de la pruche,0,0
2011,2011,NT,Northwest Territories,Territoires du Nord-Ouest,Forest tent caterpillar,Livree des forets,0,0
2011,2011,NT,Northwest Territories,Territoires du Nord-Ouest,Spongy moth,Spongieuse,0,0
2011,2011,NT,Northwest Territories,Territoires du Nord-Ouest,Blackheaded budworm,Tordeuse a tete noire de l'epinette,0,0
2011,2011,NT,Northwest Territories,Territoires du Nord-Ouest,Balsam fir sawfly,Diprion du sapin,0,0
2011,2011,NT,Northwest Territories,Territoires du Nord-Ouest,Swaine jack pine sawfly,Diprion de Swaine,0,0
2011,2011,NT,Northwest Territories,Territoires du Nord-Ouest,Bruce spanworm,Arpenteuse de Bruce,0,0
2011,2011,NT,Northwest Territories,Territoires du Nord-Ouest,Western spruce budworm,Tordeuse occidentale de l'epinette,0,0
2011,2011,NT,Northwest Territories,Territoires du Nord-Ouest,Large aspen tortrix,Tordeuse du tremble,0,0
2011,2011,NT,Northwest Territories,Territoires du Nord-Ouest,Two-year-cycle spruce budworm,Tordeuse a cycle de deux ans,0,0
2011,2011,NT,Northwest Territories,Territoires du Nord-Ouest,Spruce beetle,Dendroctone de l'epinette,0,0
2011,2011,NT,Northwest Territories,Territoires du Nord-Ouest,Aspen twoleaf tier,Noctuelle decolorie,0,0
2011,2011,NT,Northwest Territories,Territoires du Nord-Ouest,Other,Autres,41018,41018
2011,2011,ON,Ontario,Ontario,Spruce budworm,Tordeuse des bourgeons de l'epinette,242921,242921
2011,2011,ON,Ontario,Ontario,Jack pine budworm,Tordeuse du pin gris,27765,27765
2011,2011,ON,Ontario,Ontario,Mountain pine beetle,Dendroctone du pin ponderosa,0,0
2011,2011,ON,Ontario,Ontario,Hemlock looper,Arpenteuse de la pruche,0,0
2011,2011,ON,Ontario,Ontario,Forest tent caterpillar,Livree des forets,54623,54623
2011,2011,ON,Ontario,Ontario,Spongy moth,Spongieuse,0,0
2011,2011,ON,Ontario,Ontario,Blackheaded budworm,Tordeuse a tete noire de l'epinette,0,0
2011,2011,ON,Ontario,Ontario,Balsam fir sawfly,Diprion du sapin,0,0
2011,2011,ON,Ontario,Ontario,Swaine jack pine sawfly,Diprion de Swaine,0,0
2011,2011,ON,Ontario,Ontario,Bruce spanworm,Arpenteuse de Bruce,0,0
2011,2011,ON,Ontario,Ontario,Western spruce budworm,Tordeuse occidentale de l'epinette,0,0
2011,2011,ON,Ontario,Ontario,Large aspen tortrix,Tordeuse du tremble,12595,12595
2011,2011,ON,Ontario,Ontario,Two-year-cycle spruce budworm,Tordeuse a cycle de deux ans,0,0
2011,2011,ON,Ontario,Ontario,Spruce beetle,Dendroctone de l'epinette,0,0
2011,2011,ON,Ontario,Ontario,Aspen twoleaf tier,Noctuelle decolorie,1482,1482
2011,2011,ON,Ontario,Ontario,Other,Autres,36131,36131
2011,2011,PE,Prince Edward Island,Ile-du-Prince-edouard,Spruce budworm,Tordeuse des bourgeons de l'epinette,0,0
2011,2011,PE,Prince Edward Island,Ile-du-Prince-edouard,Jack pine budworm,Tordeuse du pin gris,0,0
2011,2011,PE,Prince Edward Island,Ile-du-Prince-edouard,Mountain pine beetle,Dendroctone du pin ponderosa,0,0
2011,2011,PE,Prince Edward Island,Ile-du-Prince-edouard,Hemlock looper,Arpenteuse de la pruche,0,0
2011,2011,PE,Prince Edward Island,Ile-du-Prince-edouard,Forest tent caterpillar,Livree des forets,0,0
2011,2011,PE,Prince Edward Island,Ile-du-Prince-edouard,Spongy moth,Spongieuse,0,0
2011,2011,PE,Prince Edward Island,Ile-du-Prince-edouard,Blackheaded budworm,Tordeuse a tete noire de l'epinette,0,0
2011,2011,PE,Prince Edward Island,Ile-du-Prince-edouard,Balsam fir sawfly,Diprion du sapin,0,0
2011,2011,PE,Prince Edward Island,Ile-du-Prince-edouard,Swaine jack pine sawfly,Diprion de Swaine,0,0
2011,2011,PE,Prince Edward Island,Ile-du-Prince-edouard,Bruce spanworm,Arpenteuse de Bruce,0,0
2011,2011,PE,Prince Edward Island,Ile-du-Prince-edouard,Western spruce budworm,Tordeuse occidentale de l'epinette,0,0
2011,2011,PE,Prince Edward Island,Ile-du-Prince-edouard,Large aspen tortrix,Tordeuse du tremble,0,0
