Year,Année,ISO,Jurisdiction,Juridiction,Insect_species,Insecte_espèce,Area,Data_qualifier,Superficie,Qualificatifs_de_données
2005,2005,ON,Ontario,Ontario,Mountain pine beetle,Dendroctone du pin ponderosa,0,a,0,a
2005,2005,ON,Ontario,Ontario,Hemlock looper,Arpenteuse de la pruche,0,a,0,a
2005,2005,ON,Ontario,Ontario,Forest tent caterpillar,Livrée des forêts,469832,a,469832,a
2005,2005,ON,Ontario,Ontario,Spongy moth,Spongieuse,1242,a,1242,a
2005,2005,ON,Ontario,Ontario,Blackheaded budworm,Tordeuse à tête noire de l'épinette,0,a,0,a
2005,2005,ON,Ontario,Ontario,Balsam fir sawfly,Diprion du sapin,0,a,0,a
2005,2005,ON,Ontario,Ontario,Swaine jack pine sawfly,Diprion de Swaine,0,a,0,a
2005,2005,ON,Ontario,Ontario,Bruce spanworm,Arpenteuse de Bruce,0,a,0,a
2005,2005,ON,Ontario,Ontario,Western spruce budworm,Tordeuse occidentale de l'épinette,0,a,0,a
2005,2005,ON,Ontario,Ontario,Large aspen tortrix,Tordeuse du tremble,7773,a,7773,a
2005,2005,ON,Ontario,Ontario,Two-year-cycle spruce budworm,Tordeuse à cycle de deux ans,0,a,0,a
2005,2005,ON,Ontario,Ontario,Spruce beetle,Dendroctone de l'épinette,0,a,0,a
2005,2005,ON,Ontario,Ontario,Aspen twoleaf tier,Noctuelle décolorie,78822,a,78822,a
2005,2005,ON,Ontario,Ontario,Other,Autres,416231,a,416231,a
2005,2005,PE,Prince Edward Island,Île-du-Prince-Édouard,Spruce budworm,Tordeuse des bourgeons de l'épinette,0,e,0,e
2005,2005,PE,Prince Edward Island,Île-du-Prince-Édouard,Jack pine budworm,Tordeuse du pin gris,0,n,0,n
2005,2005,PE,Prince Edward Island,Île-du-Prince-Édouard,Mountain pine beetle,Dendroctone du pin ponderosa,0,n,0,n
2005,2005,PE,Prince Edward Island,Île-du-Prince-Édouard,Hemlock looper,Arpenteuse de la pruche,0,e,0,e
2005,2005,PE,Prince Edward Island,Île-du-Prince-Édouard,Forest tent caterpillar,Livrée des forêts,735,e,735,e
2005,2005,PE,Prince Edward Island,Île-du-Prince-Édouard,Spongy moth,Spongieuse,0,n,0,n
2005,2005,PE,Prince Edward Island,Île-du-Prince-Édouard,Blackheaded budworm,Tordeuse à tête noire de l'épinette,50,e,50,e
2005,2005,PE,Prince Edward Island,Île-du-Prince-Édouard,Balsam fir sawfly,Diprion du sapin,0,e,0,e
2005,2005,PE,Prince Edward Island,Île-du-Prince-Édouard,Swaine jack pine sawfly,Diprion de Swaine,0,e,0,e
2005,2005,PE,Prince Edward Island,Île-du-Prince-Édouard,Bruce spanworm,Arpenteuse de Bruce,0,e,0,e
2005,2005,PE,Prince Edward Island,Île-du-Prince-Édouard,Western spruce budworm,Tordeuse occidentale de l'épinette,0,n,0,n
2005,2005,PE,Prince Edward Island,Île-du-Prince-Édouard,Large aspen tortrix,Tordeuse du tremble,0,e,0,e
2005,2005,PE,Prince Edward Island,Île-du-Prince-Édouard,Two-year-cycle spruce budworm,Tordeuse à cycle de deux ans,0,n,0,n
2005,2005,PE,Prince Edward Island,Île-du-Prince-Édouard,Spruce beetle,Dendroctone de l'épinette,175,e,175,e
2005,2005,PE,Prince Edward Island,Île-du-Prince-Édouard,Aspen twoleaf tier,Noctuelle décolorie,0,e,0,e
2005,2005,PE,Prince Edward Island,Île-du-Prince-Édouard,Other,Autres,150,e,150,e
2005,2005,QC,Quebec,Québec,Spruce budworm,Tordeuse des bourgeons de l'épinette,39603,a,39603,a
2005,2005,QC,Quebec,Québec,Jack pine budworm,Tordeuse du pin gris,562,a,562,a
2005,2005,QC,Quebec,Québec,Mountain pine beetle,Dendroctone du pin ponderosa,0,n,0,n
2005,2005,QC,Quebec,Québec,Hemlock looper,Arpenteuse de la pruche,4,a,4,a
2005,2005,QC,Quebec,Québec,Forest tent caterpillar,Livrée des forêts,0,a,0,a
2005,2005,QC,Quebec,Québec,Spongy moth,Spongieuse,0,a,0,a
2005,2005,QC,Quebec,Québec,Blackheaded budworm,Tordeuse à tête noire de l'épinette,0,a,0,a
2005,2005,QC,Quebec,Québec,Balsam fir sawfly,Diprion du sapin,0,a,0,a
2005,2005,QC,Quebec,Québec,Swaine jack pine sawfly,Diprion de Swaine,0,a,0,a
2005,2005,QC,Quebec,Québec,Bruce spanworm,Arpenteuse de Bruce,0,a,0,a
2005,2005,QC,Quebec,Québec,Western spruce budworm,Tordeuse occidentale de l'épinette,0,n,0,n
2005,2005,QC,Quebec,Québec,Large aspen tortrix,Tordeuse du tremble,76794,e,76794,e
2005,2005,QC,Quebec,Québec,Two-year-cycle spruce budworm,Tordeuse à cycle de deux ans,0,n,0,n
2005,2005,QC,Quebec,Québec,Spruce beetle,Dendroctone de l'épinette,26218,a,26218,a
2005,2005,QC,Quebec,Québec,Aspen twoleaf tier,Noctuelle décolorie,0,a,0,a
2005,2005,QC,Quebec,Québec,Other,Autres,0,a,0,a
2005,2005,SK,Saskatchewan,Saskatchewan,Spruce budworm,Tordeuse des bourgeons de l'épinette,183511,a,183511,a
2005,2005,SK,Saskatchewan,Saskatchewan,Jack pine budworm,Tordeuse du pin gris,0,a,0,a
2005,2005,SK,Saskatchewan,Saskatchewan,Mountain pine beetle,Dendroctone du pin ponderosa,0,a,0,a
2005,2005,SK,Saskatchewan,Saskatchewan,Hemlock looper,Arpenteuse de la pruche,0,a,0,a
2005,2005,SK,Saskatchewan,Saskatchewan,Forest tent caterpillar,Livrée des forêts,0,a,0,a
2005,2005,SK,Saskatchewan,Saskatchewan,Spongy moth,Spongieuse,0,a,0,a
2005,2005,SK,Saskatchewan,Saskatchewan,Blackheaded budworm,Tordeuse à tête noire de l'épinette,0,a,0,a
2005,2005,SK,Saskatchewan,Saskatchewan,Balsam fir sawfly,Diprion du sapin,0,a,0,a
2005,2005,SK,Saskatchewan,Saskatchewan,Swaine jack pine sawfly,Diprion de Swaine,0,a,0,a
2005,2005,SK,Saskatchewan,Saskatchewan,Bruce spanworm,Arpenteuse de Bruce,0,a,0,a
2005,2005,SK,Saskatchewan,Saskatchewan,Western spruce budworm,Tordeuse occidentale de l'épinette,0,a,0,a
2005,2005,SK,Saskatchewan,Saskatchewan,Large aspen tortrix,Tordeuse du tremble,0,a,0,a
2005,2005,SK,Saskatchewan,Saskatchewan,Two-year-cycle spruce budworm,Tordeuse à cycle de deux ans,0,a,0,a
2005,2005,SK,Saskatchewan,Saskatchewan,Spruce beetle,Dendroctone de l'épinette,0,a,0,a
2005,2005,SK,Saskatchewan,Saskatchewan,Aspen twoleaf tier,Noctuelle décolorie,0,a,0,a
2005,2005,SK,Saskatchewan,Saskatchewan,Other,Autres,12952,a,12952,a
2005,2005,YT,Yukon,Yukon,Spruce budworm,Tordeuse des bourgeons de l'épinette,0,a,0,a
2005,2005,YT,Yukon,Yukon,Jack pine budworm,Tordeuse du pin gris,0,a,0,a
2005,2005,YT,Yukon,Yukon,Mountain pine beetle,Dendroctone du pin ponderosa,0,a,0,a
2005,2005,YT,Yukon,Yukon,Hemlock looper,Arpenteuse de la pruche,0,a,0,a
2005,2005,YT,Yukon,Yukon,Forest tent caterpillar,Livrée des forêts,0,a,0,a
2005,2005,YT,Yukon,Yukon,Spongy moth,Spongieuse,0,a,0,a
2005,2005,YT,Yukon,Yukon,Blackheaded budworm,Tordeuse à tête noire de l'épinette,0,a,0,a
2005,2005,YT,Yukon,Yukon,Balsam fir sawfly,Diprion du sapin,0,a,0,a
2005,2005,YT,Yukon,Yukon,Swaine jack pine sawfly,Diprion de Swaine,0,a,0,a
2005,2005,YT,Yukon,Yukon,Bruce spanworm,Arpenteuse de Bruce,0,a,0,a
2005,2005,YT,Yukon,Yukon,Western spruce budworm,Tordeuse occidentale de l'épinette,0,a,0,a
2005,2005,YT,Yukon,Yukon,Large aspen tortrix,Tordeuse du tremble,0,a,0,a
2005,2005,YT,Yukon,Yukon,Two-year-cycle spruce budworm,Tordeuse à cycle de deux ans,0,a,0,a
2005,2005,YT,Yukon,Yukon,Spruce beetle,Dendroctone de l'épinette,82620,a,82620,a
2005,2005,YT,Yukon,Yukon,Aspen twoleaf tier,Noctuelle décolorie,0,a,0,a
2005,2005,YT,Yukon,Yukon,Other,Autres,0,a,0,a
2006,2006,AB,Alberta,Alberta,Spruce budworm,Tordeuse des bourgeons de l'épinette,54773,a,54773,a
2006,2006,AB,Alberta,Alberta,Jack pine budworm,Tordeuse du pin gris,0,a,0,a
2006,2006,AB,Alberta,Alberta,Mountain pine beetle,Dendroctone du pin ponderosa,0,s,0,s
2006,2006,AB,Alberta,Alberta,Hemlock looper,Arpenteuse de la pruche,0,a,0,a
2006,2006,AB,Alberta,Alberta,Forest tent caterpillar,Livrée des forêts,5193324,a,5193324,a
2006,2006,AB,Alberta,Alberta,Spongy moth,Spongieuse,0,a,0,a
2006,2006,AB,Alberta,Alberta,Blackheaded budworm,Tordeuse à tête noire de l'épinette,0,a,0,a
2006,2006,AB,Alberta,Alberta,Balsam fir sawfly,Diprion du sapin,0,a,0,a
2006,2006,AB,Alberta,Alberta,Swaine jack pine sawfly,Diprion de Swaine,0,a,0,a
2006,2006,AB,Alberta,Alberta,Bruce spanworm,Arpenteuse de Bruce,0,a,0,a
2006,2006,AB,Alberta,Alberta,Western spruce budworm,Tordeuse occidentale de l'épinette,0,s,0,s
2006,2006,AB,Alberta,Alberta,Large aspen tortrix,Tordeuse du tremble,401011,a,401011,a
2006,2006,AB,Alberta,Alberta,Two-year-cycle spruce budworm,Tordeuse à cycle de deux ans,0,a,0,a
2006,2006,AB,Alberta,Alberta,Spruce beetle,Dendroctone de l'épinette,0,a,0,a
2006,2006,AB,Alberta,Alberta,Aspen twoleaf tier,Noctuelle décolorie,0,a,0,a
2006,2006,AB,Alberta,Alberta,Other,Autres,256818,a,256818,a
2006,2006,BC,British Columbia,Colombie-Britannique,Spruce budworm,Tordeuse des bourgeons de l'épinette,0,a,0,a
2006,2006,BC,British Columbia,Colombie-Britannique,Jack pine budworm,Tordeuse du pin gris,0,a,0,a
2006,2006,BC,British Columbia,Colombie-Britannique,Mountain pine beetle,Dendroctone du pin ponderosa,9243408,a,9243408,a
2006,2006,BC,British Columbia,Colombie-Britannique,Hemlock looper,Arpenteuse de la pruche,1554,r,1554,r
2006,2006,BC,British Columbia,Colombie-Britannique,Forest tent caterpillar,Livrée des forêts,241,a,241,a
2006,2006,BC,British Columbia,Colombie-Britannique,Spongy moth,Spongieuse,0,a,0,a
2006,2006,BC,British Columbia,Colombie-Britannique,Blackheaded budworm,Tordeuse à tête noire de l'épinette,1306,a,1306,a
2006,2006,BC,British Columbia,Colombie-Britannique,Balsam fir sawfly,Diprion du sapin,0,a,0,a
2006,2006,BC,British Columbia,Colombie-Britannique,Swaine jack pine sawfly,Diprion de Swaine,0,a,0,a
2006,2006,BC,British Columbia,Colombie-Britannique,Bruce spanworm,Arpenteuse de Bruce,0,a,0,a
2006,2006,BC,British Columbia,Colombie-Britannique,Western spruce budworm,Tordeuse occidentale de l'épinette,776907,a,776907,a
2006,2006,BC,British Columbia,Colombie-Britannique,Large aspen tortrix,Tordeuse du tremble,123312,a,123312,a
2006,2006,BC,British Columbia,Colombie-Britannique,Two-year-cycle spruce budworm,Tordeuse à cycle de deux ans,67686,a,67686,a
2006,2006,BC,British Columbia,Colombie-Britannique,Spruce beetle,Dendroctone de l'épinette,83660,a,83660,a
2006,2006,BC,British Columbia,Colombie-Britannique,Aspen twoleaf tier,Noctuelle décolorie,0,a,0,a
2006,2006,BC,British Columbia,Colombie-Britannique,Other,Autres,1261559,a,1261559,a
2006,2006,MB,Manitoba,Manitoba,Spruce budworm,Tordeuse des bourgeons de l'épinette,50420,r,50420,r
2006,2006,MB,Manitoba,Manitoba,Jack pine budworm,Tordeuse du pin gris,0,a,0,a
2006,2006,MB,Manitoba,Manitoba,Mountain pine beetle,Dendroctone du pin ponderosa,0,a,0,a
2006,2006,MB,Manitoba,Manitoba,Hemlock looper,Arpenteuse de la pruche,0,a,0,a
2006,2006,MB,Manitoba,Manitoba,Forest tent caterpillar,Livrée des forêts,0,a,0,a
2006,2006,MB,Manitoba,Manitoba,Spongy moth,Spongieuse,0,a,0,a
2006,2006,MB,Manitoba,Manitoba,Blackheaded budworm,Tordeuse à tête noire de l'épinette,0,a,0,a
2006,2006,MB,Manitoba,Manitoba,Balsam fir sawfly,Diprion du sapin,0,a,0,a
2006,2006,MB,Manitoba,Manitoba,Swaine jack pine sawfly,Diprion de Swaine,0,a,0,a
2006,2006,MB,Manitoba,Manitoba,Bruce spanworm,Arpenteuse de Bruce,0,a,0,a
2006,2006,MB,Manitoba,Manitoba,Western spruce budworm,Tordeuse occidentale de l'épinette,0,a,0,a
2006,2006,MB,Manitoba,Manitoba,Large aspen tortrix,Tordeuse du tremble,0,a,0,a
2006,2006,MB,Manitoba,Manitoba,Two-year-cycle spruce budworm,Tordeuse à cycle de deux ans,0,a,0,a
2006,2006,MB,Manitoba,Manitoba,Spruce beetle,Dendroctone de l'épinette,0,a,0,a
2006,2006,MB,Manitoba,Manitoba,Aspen twoleaf tier,Noctuelle décolorie,0,a,0,a
2006,2006,MB,Manitoba,Manitoba,Other,Autres,0,a,0,a
2006,2006,NB,New Brunswick,Nouveau-Brunswick,Spruce budworm,Tordeuse des bourgeons de l'épinette,0,a,0,a
2006,2006,NB,New Brunswick,Nouveau-Brunswick,Jack pine budworm,Tordeuse du pin gris,0,a,0,a
2006,2006,NB,New Brunswick,Nouveau-Brunswick,Mountain pine beetle,Dendroctone du pin ponderosa,0,a,0,a
2006,2006,NB,New Brunswick,Nouveau-Brunswick,Hemlock looper,Arpenteuse de la pruche,0,a,0,a
2006,2006,NB,New Brunswick,Nouveau-Brunswick,Forest tent caterpillar,Livrée des forêts,0,a,0,a
2006,2006,NB,New Brunswick,Nouveau-Brunswick,Spongy moth,Spongieuse,0,a,0,a
2006,2006,NB,New Brunswick,Nouveau-Brunswick,Blackheaded budworm,Tordeuse à tête noire de l'épinette,0,a,0,a
2006,2006,NB,New Brunswick,Nouveau-Brunswick,Balsam fir sawfly,Diprion du sapin,0,a,0,a
2006,2006,NB,New Brunswick,Nouveau-Brunswick,Swaine jack pine sawfly,Diprion de Swaine,0,a,0,a
2006,2006,NB,New Brunswick,Nouveau-Brunswick,Bruce spanworm,Arpenteuse de Bruce,0,a,0,a
2006,2006,NB,New Brunswick,Nouveau-Brunswick,Western spruce budworm,Tordeuse occidentale de l'épinette,0,a,0,a
2006,2006,NB,New Brunswick,Nouveau-Brunswick,Large aspen tortrix,Tordeuse du tremble,0,a,0,a
2006,2006,NB,New Brunswick,Nouveau-Brunswick,Two-year-cycle spruce budworm,Tordeuse à cycle de deux ans,0,a,0,a
2006,2006,NB,New Brunswick,Nouveau-Brunswick,Spruce beetle,Dendroctone de l'épinette,0,a,0,a
2006,2006,NB,New Brunswick,Nouveau-Brunswick,Aspen twoleaf tier,Noctuelle décolorie,0,a,0,a
2006,2006,NB,New Brunswick,Nouveau-Brunswick,Other,Autres,0,a,0,a
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Spruce budworm,Tordeuse des bourgeons de l'épinette,1000,a,1000,a
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Jack pine budworm,Tordeuse du pin gris,0,a,0,a
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Mountain pine beetle,Dendroctone du pin ponderosa,0,a,0,a
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Hemlock looper,Arpenteuse de la pruche,850,a,850,a
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Forest tent caterpillar,Livrée des forêts,0,a,0,a
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Spongy moth,Spongieuse,0,a,0,a
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Blackheaded budworm,Tordeuse à tête noire de l'épinette,0,a,0,a
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Balsam fir sawfly,Diprion du sapin,67200,a,67200,a
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Swaine jack pine sawfly,Diprion de Swaine,0,a,0,a
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Bruce spanworm,Arpenteuse de Bruce,0,a,0,a
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Western spruce budworm,Tordeuse occidentale de l'épinette,0,a,0,a
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Large aspen tortrix,Tordeuse du tremble,0,a,0,a
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Two-year-cycle spruce budworm,Tordeuse à cycle de deux ans,0,a,0,a
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Spruce beetle,Dendroctone de l'épinette,0,a,0,a
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Aspen twoleaf tier,Noctuelle décolorie,0,a,0,a
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Other,Autres,11000,a,11000,a
2006,2006,NS,Nova Scotia,Nouvelle-Écosse,Spruce budworm,Tordeuse des bourgeons de l'épinette,0,a,0,a
2006,2006,NS,Nova Scotia,Nouvelle-Écosse,Jack pine budworm,Tordeuse du pin gris,64,a,64,a
2006,2006,NS,Nova Scotia,Nouvelle-Écosse,Mountain pine beetle,Dendroctone du pin ponderosa,0,n,0,n
2006,2006,NS,Nova Scotia,Nouvelle-Écosse,Hemlock looper,Arpenteuse de la pruche,0,a,0,a
2006,2006,NS,Nova Scotia,Nouvelle-Écosse,Forest tent caterpillar,Livrée des forêts,0,a,0,a
2006,2006,NS,Nova Scotia,Nouvelle-Écosse,Spongy moth,Spongieuse,0,a,0,a
2006,2006,NS,Nova Scotia,Nouvelle-Écosse,Blackheaded budworm,Tordeuse à tête noire de l'épinette,0,a,0,a
2006,2006,NS,Nova Scotia,Nouvelle-Écosse,Balsam fir sawfly,Diprion du sapin,0,a,0,a
2006,2006,NS,Nova Scotia,Nouvelle-Écosse,Swaine jack pine sawfly,Diprion de Swaine,0,n,0,n
2006,2006,NS,Nova Scotia,Nouvelle-Écosse,Bruce spanworm,Arpenteuse de Bruce,0,n,0,n
2006,2006,NS,Nova Scotia,Nouvelle-Écosse,Western spruce budworm,Tordeuse occidentale de l'épinette,0,n,0,n
2006,2006,NS,Nova Scotia,Nouvelle-Écosse,Large aspen tortrix,Tordeuse du tremble,0,n,0,n
2006,2006,NS,Nova Scotia,Nouvelle-Écosse,Two-year-cycle spruce budworm,Tordeuse à cycle de deux ans,0,n,0,n
2006,2006,NS,Nova Scotia,Nouvelle-Écosse,Spruce beetle,Dendroctone de l'épinette,20000,e,20000,e
2006,2006,NS,Nova Scotia,Nouvelle-Écosse,Aspen twoleaf tier,Noctuelle décolorie,0,n,0,n
2006,2006,NS,Nova Scotia,Nouvelle-Écosse,Other,Autres,0,a,0,a
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,Spruce budworm,Tordeuse des bourgeons de l'épinette,35040,e,35040,e
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,Jack pine budworm,Tordeuse du pin gris,0,n,0,n
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,Mountain pine beetle,Dendroctone du pin ponderosa,0,n,0,n
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,Hemlock looper,Arpenteuse de la pruche,0,n,0,n
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,Forest tent caterpillar,Livrée des forêts,0,e,0,e
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,Spongy moth,Spongieuse,0,n,0,n
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,Blackheaded budworm,Tordeuse à tête noire de l'épinette,0,n,0,n
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,Balsam fir sawfly,Diprion du sapin,0,n,0,n
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,Swaine jack pine sawfly,Diprion de Swaine,0,n,0,n
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,Bruce spanworm,Arpenteuse de Bruce,0,n,0,n
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,Western spruce budworm,Tordeuse occidentale de l'épinette,0,n,0,n
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,Large aspen tortrix,Tordeuse du tremble,0,u,0,u
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,Two-year-cycle spruce budworm,Tordeuse à cycle de deux ans,0,n,0,n
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,Spruce beetle,Dendroctone de l'épinette,0,n,0,n
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,Aspen twoleaf tier,Noctuelle décolorie,0,n,0,n
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,Other,Autres,0,u,0,u
2006,2006,ON,Ontario,Ontario,Spruce budworm,Tordeuse des bourgeons de l'épinette,797206,a,797206,a
2006,2006,ON,Ontario,Ontario,Jack pine budworm,Tordeuse du pin gris,740116,a,740116,a
2006,2006,ON,Ontario,Ontario,Mountain pine beetle,Dendroctone du pin ponderosa,0,a,0,a
2006,2006,ON,Ontario,Ontario,Hemlock looper,Arpenteuse de la pruche,0,a,0,a
2006,2006,ON,Ontario,Ontario,Forest tent caterpillar,Livrée des forêts,370759,a,370759,a
2006,2006,ON,Ontario,Ontario,Spongy moth,Spongieuse,10350,a,10350,a
2006,2006,ON,Ontario,Ontario,Blackheaded budworm,Tordeuse à tête noire de l'épinette,0,a,0,a
2006,2006,ON,Ontario,Ontario,Balsam fir sawfly,Diprion du sapin,0,a,0,a
2006,2006,ON,Ontario,Ontario,Swaine jack pine sawfly,Diprion de Swaine,0,a,0,a
2006,2006,ON,Ontario,Ontario,Bruce spanworm,Arpenteuse de Bruce,0,a,0,a
2006,2006,ON,Ontario,Ontario,Western spruce budworm,Tordeuse occidentale de l'épinette,0,a,0,a
2006,2006,ON,Ontario,Ontario,Large aspen tortrix,Tordeuse du tremble,30694,a,30694,a
2006,2006,ON,Ontario,Ontario,Two-year-cycle spruce budworm,Tordeuse à cycle de deux ans,0,a,0,a
2006,2006,ON,Ontario,Ontario,Spruce beetle,Dendroctone de l'épinette,0,a,0,a
2006,2006,ON,Ontario,Ontario,Aspen twoleaf tier,Noctuelle décolorie,4950,a,4950,a
2006,2006,ON,Ontario,Ontario,Other,Autres,24771,a,24771,a
2006,2006,PE,Prince Edward Island,Île-du-Prince-Édouard,Spruce budworm,Tordeuse des bourgeons de l'épinette,0,a,0,a
2006,2006,PE,Prince Edward Island,Île-du-Prince-Édouard,Jack pine budworm,Tordeuse du pin gris,0,a,0,a
2006,2006,PE,Prince Edward Island,Île-du-Prince-Édouard,Mountain pine beetle,Dendroctone du pin ponderosa,0,a,0,a
2006,2006,PE,Prince Edward Island,Île-du-Prince-Édouard,Hemlock looper,Arpenteuse de la pruche,0,a,0,a
2006,2006,PE,Prince Edward Island,Île-du-Prince-Édouard,Forest tent caterpillar,Livrée des forêts,300,e,300,e
2006,2006,PE,Prince Edward Island,Île-du-Prince-Édouard,Spongy moth,Spongieuse,0,a,0,a
2006,2006,PE,Prince Edward Island,Île-du-Prince-Édouard,Blackheaded budworm,Tordeuse à tête noire de l'épinette,0,a,0,a
2006,2006,PE,Prince Edward Island,Île-du-Prince-Édouard,Balsam fir sawfly,Diprion du sapin,0,a,0,a
2006,2006,PE,Prince Edward Island,Île-du-Prince-Édouard,Swaine jack pine sawfly,Diprion de Swaine,0,a,0,a
2006,2006,PE,Prince Edward Island,Île-du-Prince-Édouard,Bruce spanworm,Arpenteuse de Bruce,250,e,250,e
2006,2006,PE,Prince Edward Island,Île-du-Prince-Édouard,Western spruce budworm,Tordeuse occidentale de l'épinette,0,a,0,a
2006,2006,PE,Prince Edward Island,Île-du-Prince-Édouard,Large aspen tortrix,Tordeuse du tremble,0,a,0,a
2006,2006,PE,Prince Edward Island,Île-du-Prince-Édouard,Two-year-cycle spruce budworm,Tordeuse à cycle de deux ans,0,a,0,a
2006,2006,PE,Prince Edward Island,Île-du-Prince-Édouard,Spruce beetle,Dendroctone de l'épinette,300,e,300,e
2006,2006,PE,Prince Edward Island,Île-du-Prince-Édouard,Aspen twoleaf tier,Noctuelle décolorie,0,a,0,a
2006,2006,PE,Prince Edward Island,Île-du-Prince-Édouard,Other,Autres,600,e,600,e
2006,2006,QC,Quebec,Québec,Spruce budworm,Tordeuse des bourgeons de l'épinette,39687,a,39687,a
2006,2006,QC,Quebec,Québec,Jack pine budworm,Tordeuse du pin gris,71,a,71,a
2006,2006,QC,Quebec,Québec,Mountain pine beetle,Dendroctone du pin ponderosa,0,n,0,n
2006,2006,QC,Quebec,Québec,Hemlock looper,Arpenteuse de la pruche,0,a,0,a
2006,2006,QC,Quebec,Québec,Forest tent caterpillar,Livrée des forêts,0,a,0,a
